"Date","Price","Open","High","Low","Vol.","Change %"
"08/05/2024","3.07","3.12","3.12","3.04","22.42K","-4.06%"
"07/05/2024","3.20","3.20","3.21","3.16","9.19K","0.00%"
"06/05/2024","3.20","3.20","3.20","3.18","1.76K","0.00%"
"02/05/2024","3.20","3.21","3.21","3.20","0.24K","-0.31%"
"30/04/2024","3.21","3.21","3.21","3.17","7.23K","0.00%"
"29/04/2024","3.21","3.21","3.21","3.17","1.21K","0.00%"
"26/04/2024","3.21","3.19","3.21","3.18","4.92K","0.94%"
"25/04/2024","3.18","3.21","3.21","3.17","2.39K","-0.31%"
"24/04/2024","3.19","3.15","3.19","3.15","8.45K","1.27%"
"23/04/2024","3.15","3.15","3.15","3.10","0.24K","0.00%"
"22/04/2024","3.15","3.08","3.15","3.07","5.17K","1.94%"
"19/04/2024","3.09","3.09","3.09","3.07","11.59K","-0.96%"
"18/04/2024","3.12","3.13","3.14","3.10","2.39K","-0.64%"
"17/04/2024","3.14","3.12","3.14","3.10","1.91K","1.29%"
"16/04/2024","3.10","3.08","3.15","3.00","49.26K","4.03%"
"15/04/2024","2.98","2.95","2.98","2.95","4.88K","1.02%"
"12/04/2024","2.95","2.98","2.98","2.94","1.01K","-1.01%"
"11/04/2024","2.98","2.98","2.99","2.90","4.77K","0.00%"
"10/04/2024","2.98","2.99","2.99","2.91","7.71K","-0.67%"
"09/04/2024","3.00","3.04","3.04","2.98","2.57K","-1.32%"
"08/04/2024","3.04","3.06","3.06","2.99","4.85K","-0.65%"
"05/04/2024","3.06","3.04","3.06","3.02","7.30K","0.66%"
"04/04/2024","3.04","2.99","3.04","2.95","8.21K","1.67%"
"03/04/2024","2.99","3.01","3.01","2.92","5.71K","-0.66%"
"02/04/2024","3.01","2.99","3.04","2.91","21.18K","0.67%"
"28/03/2024","2.99","3.00","3.00","2.95","0.90K","-0.33%"
"27/03/2024","3.00","3.04","3.04","2.94","15.51K","-1.32%"
"26/03/2024","3.04","3.03","3.04","2.99","8.49K","1.67%"
"25/03/2024","2.99","3.06","3.06","2.92","6.42K","-1.97%"
"22/03/2024","3.05","3.09","3.09","2.90","23.40K","-1.29%"
"21/03/2024","3.09","3.13","3.13","2.98","10.63K","-0.32%"
"20/03/2024","3.10","3.10","3.10","3.08","1.02K","0.65%"
"19/03/2024","3.08","3.15","3.15","3.08","0.84K","0.33%"
"18/03/2024","3.07","3.13","3.15","3.07","2.61K","-2.54%"
"15/03/2024","3.15","3.15","3.15","3.15","0.15K","0.00%"
"14/03/2024","3.15","3.08","3.15","3.08","0.30K","2.61%"
"13/03/2024","3.07","3.15","3.15","3.06","3.65K","0.33%"
"12/03/2024","3.06","3.09","3.10","3.06","1.80K","0.33%"
"11/03/2024","3.05","3.20","3.20","3.05","6.83K","-4.39%"
"08/03/2024","3.19","3.18","3.19","3.18","1.82K","0.31%"
"07/03/2024","3.18","3.15","3.19","3.15","1.03K","0.95%"
"06/03/2024","3.15","3.20","3.20","3.15","1.60K","-1.56%"
"05/03/2024","3.20","3.22","3.22","3.18","4.16K","-0.62%"
"04/03/2024","3.22","3.20","3.27","3.20","46.24K","3.87%"
"01/03/2024","3.10","3.00","3.10","3.00","15.99K","4.03%"
"29/02/2024","2.98","2.96","3.03","2.95","22.86K","0.00%"
"28/02/2024","2.98","3.02","3.02","2.98","1.03K","-1.32%"
"27/02/2024","3.02","3.02","3.02","3.02","0.02K","2.03%"
"26/02/2024","2.96","3.02","3.02","2.96","0.79K","-1.99%"
"23/02/2024","3.02","3.02","3.02","3.02","0.68K","0.00%"
"22/02/2024","3.02","3.02","3.02","2.98","2.80K","2.03%"
"21/02/2024","2.96","3.02","3.02","2.96","0.45K","0.00%"
"20/02/2024","2.96","3.02","3.02","2.96","2.21K","-1.99%"
"19/02/2024","3.02","3.05","3.05","2.98","1.04K","1.34%"
"16/02/2024","2.98","3.05","3.05","2.98","0.52K","-1.97%"
"15/02/2024","3.04","3.07","3.07","3.04","0.57K","0.00%"
"14/02/2024","3.04","3.08","3.08","2.95","6.66K","-1.30%"
"13/02/2024","3.08","3.15","3.15","3.07","3.67K","-2.22%"
"12/02/2024","3.15","3.07","3.15","3.07","3.25K","2.61%"
"09/02/2024","3.07","3.07","3.08","3.01","12.81K","0.00%"
"08/02/2024","3.07","3.07","3.07","3.07","0.13K","0.00%"
"07/02/2024","3.07","3.07","3.07","3.07","0.01K","0.33%"
"06/02/2024","3.06","3.07","3.07","3.06","0.75K","-0.65%"
"05/02/2024","3.08","3.09","3.11","3.04","3.75K","1.99%"
"02/02/2024","3.02","3.11","3.11","3.02","3.79K","-1.95%"
"01/02/2024","3.08","3.08","3.10","3.06","4.26K","1.65%"
"31/01/2024","3.03","3.07","3.07","3.03","0.54K","-1.62%"
"30/01/2024","3.08","3.08","3.08","3.08","0.14K","1.32%"
"29/01/2024","3.04","3.04","3.10","3.04","0.97K","-0.33%"
"26/01/2024","3.05","3.05","3.05","3.05","2.02K","0.99%"
"25/01/2024","3.02","3.05","3.05","3.02","1.37K","-0.98%"
"24/01/2024","3.05","3.05","3.05","3.01","1.28K","0.00%"
"23/01/2024","3.05","3.04","3.05","3.03","5.68K","0.33%"
"22/01/2024","3.04","3.17","3.17","3.04","10.64K","-4.10%"
"19/01/2024","3.17","2.99","3.48","2.95","56.07K","7.46%"
"18/01/2024","2.95","2.95","2.95","2.95","0.01K","0.34%"
"17/01/2024","2.94","2.95","3.01","2.94","16.63K","-0.34%"
"16/01/2024","2.95","2.96","2.96","2.94","0.40K","0.34%"
"15/01/2024","2.94","2.96","2.96","2.94","5.95K","-0.68%"
"12/01/2024","2.96","2.96","2.96","2.96","0.18K","0.68%"
"11/01/2024","2.94","2.97","2.98","2.93","4.63K","-1.01%"
"10/01/2024","2.97","2.91","2.97","2.91","6.86K","2.06%"
"09/01/2024","2.91","2.91","2.91","2.89","1.46K","2.11%"
"08/01/2024","2.85","2.91","2.91","2.85","1.00K","-0.35%"
"05/01/2024","2.86","2.91","2.94","2.86","2.72K","-1.72%"
"04/01/2024","2.91","2.89","2.91","2.84","2.28K","0.69%"
"03/01/2024","2.89","2.91","2.91","2.84","5.36K","-0.34%"
"02/01/2024","2.90","2.86","2.90","2.86","4.60K","1.40%"
"29/12/2023","2.86","2.86","2.86","2.86","0.05K","2.14%"
"28/12/2023","2.80","2.80","2.86","2.80","13.12K","-0.71%"
"27/12/2023","2.82","2.82","2.84","2.78","46.89K","-0.70%"
"22/12/2023","2.84","2.89","2.89","2.83","5.98K","-1.39%"
"21/12/2023","2.88","2.85","2.88","2.80","17.79K","0.70%"
"20/12/2023","2.86","2.95","2.95","2.86","12.75K","-2.39%"
"19/12/2023","2.93","2.95","2.95","2.92","3.86K","0.34%"
"18/12/2023","2.92","2.98","2.98","2.92","7.78K","-1.68%"
"15/12/2023","2.97","2.99","3.00","2.97","3.82K","-0.67%"
"14/12/2023","2.99","2.99","2.99","2.95","4.91K","1.36%"
"13/12/2023","2.95","3.01","3.01","2.95","2.51K","-1.67%"
"12/12/2023","3.00","2.99","3.00","2.98","3.37K","0.33%"
"11/12/2023","2.99","3.02","3.02","2.99","0.94K","-0.99%"
"08/12/2023","3.02","3.02","3.02","3.01","0.39K","0.67%"
"07/12/2023","3.00","3.03","3.03","3.00","0.86K","0.33%"
"06/12/2023","2.99","3.02","3.02","2.99","0.40K","-0.33%"
"05/12/2023","3.00","3.00","3.02","2.96","3.58K","0.00%"
"04/12/2023","3.00","2.96","3.03","2.96","5.30K","1.35%"
"01/12/2023","2.96","2.99","2.99","2.95","6.30K","0.00%"
"30/11/2023","2.96","2.99","2.99","2.96","1.39K","0.34%"
"29/11/2023","2.95","3.00","3.00","2.95","1.59K","-1.67%"
"28/11/2023","3.00","2.98","3.00","2.95","4.94K","2.04%"
"27/11/2023","2.94","2.94","2.98","2.94","2.18K","-1.34%"
"24/11/2023","2.98","2.99","2.99","2.94","3.35K","1.36%"
"23/11/2023","2.94","3.00","3.00","2.94","0.96K","-2.00%"
"22/11/2023","3.00","3.00","3.00","2.99","0.30K","0.00%"
"21/11/2023","3.00","2.97","3.00","2.94","9.90K","1.69%"
"20/11/2023","2.95","2.93","2.95","2.93","8.76K","0.68%"
"17/11/2023","2.93","2.95","2.95","2.93","1.83K","0.00%"
