"Date","Price","Open","High","Low","Vol.","Change %"
"26/01/2017","14.25","14.15","14.25","14.00","0.56K","0.00%"
"25/01/2017","14.25","14.08","14.25","14.08","2.04K","1.06%"
"24/01/2017","14.10","14.10","14.10","14.10","0.10K","0.00%"
"23/01/2017","14.10","14.10","14.10","13.71","0.34K","0.00%"
"20/01/2017","14.10","13.72","14.10","13.72","0.21K","0.71%"
"19/01/2017","14.00","13.96","14.00","13.96","0.30K","1.45%"
"18/01/2017","13.80","13.90","13.90","13.75","0.42K","-1.15%"
"17/01/2017","13.96","13.82","13.96","13.80","0.95K","1.16%"
"16/01/2017","13.80","13.80","13.80","13.80","0.30K","-0.14%"
"13/01/2017","13.82","13.83","13.95","13.82","0.40K","-1.00%"
"12/01/2017","13.96","14.10","14.10","13.80","0.28K","-0.99%"
"11/01/2017","14.10","14.10","14.10","14.10","0.28K","-0.28%"
"09/01/2017","14.14","14.15","14.15","14.14","0.19K","-0.07%"
"04/01/2017","14.15","14.15","14.15","14.15","0.13K","-0.14%"
"30/12/2016","14.17","13.75","14.17","13.70","3.24K","-1.39%"
"29/12/2016","14.37","14.37","14.37","13.77","0.79K","3.23%"
"28/12/2016","13.92","14.00","14.47","13.92","10.00K","-3.67%"
"23/12/2016","14.45","14.00","14.45","14.00","0.81K","1.05%"
"22/12/2016","14.30","14.30","14.30","14.30","0.10K","-1.38%"
"21/12/2016","14.50","14.00","14.50","13.99","93.57K","2.11%"
"20/12/2016","14.20","14.30","14.30","13.80","10.59K","3.12%"
"19/12/2016","13.77","13.77","13.77","13.77","0.11K","-4.18%"
"14/12/2016","14.37","13.90","14.37","13.75","0.52K","0.14%"
"12/12/2016","14.35","13.90","14.35","13.90","0.55K","1.77%"
